Symbol,Company Name,Market Cap,Stock Price,% Change,Industry,PE Ratio,Ent. Value,MC Group,Sector,Forward PE,Country,State,Employees,Empl. Change,Empl. Growth,Revenue,Rev. Growth 3Y,Rev. Growth 5Y,Rev Growth (Yrs),Gross Profit,GP Growth,GP Growth (Q),GP Growth 5Y,GP Growth 3Y,Net Income,Op. Income,OpInc Growth,OpInc Growth (Q),OpInc Growth 3Y,OpInc Growth 5Y,NetInc Growth,NetInc Growth (Q),NetInc Growth 3Y,NetInc Growth 5Y,NetInc Growth (Yrs),NetInc Growth (Qtrs),Total Cash,Total Debt,Rev / Employee,Prof. / Employee,Working Capital,Equity,Net WC,Rev Gr. This Y,Rev Gr. Next 5Y,Rev Gr. Next Y,Rev. Growth,Rev. Growth (Q),Rev Growth (Qtrs),Volume,Debt Growth (YoY),Debt Growth (QoQ),Debt Growth (3Y),Debt Growth (5Y),Net Cash,Net Cash Growth,Cash / M.Cap,Assets,Liabilities,Gross Margin,Oper. Margin,Pretax Margin,Profit Margin,R&D / Rev,Avg. Volume,Rel. Volume,RSI,Tax / Revenue,Rev Gr. This Q,Rev Gr. Next Q
CRD.A,Crawford & Company,470061088,9.40,2.29%,Insurance Brokers,15.41,723226088,Small-Cap,Financials,9.22,United States,Georgia,9588,,,1316919000,9.03%,3.24%,3,359072000,17.21%,8.20%,2.66%,8.79%,30609000,72566000,425.99%,-80.15%,28.61%,-0.53%,,,2.65%,3.34%,1,4,58363000,311528000,137351,3192,70054000,141618000,50855000,7.83%,,,6.96%,-3.73%,,160314,-10.07%,-3.74%,9.15%,10.35%,-253165000,,-53.86%,799199000,659368000,27.27%,5.51%,3.62%,2.32%,,122288,131.10%,43.72,1.30%,-2.28%,5.37%
CRD.B,Crawford & Company,466436064,9.15,1.22%,Insurance Brokers,15.00,719601064,Small-Cap,Financials,8.97,United States,Georgia,9588,,,1316919000,9.03%,3.24%,3,359072000,17.21%,8.20%,2.66%,8.79%,30609000,72566000,425.99%,-80.15%,28.61%,-0.53%,,,2.65%,3.34%,1,4,58363000,311528000,137351,3192,70054000,141618000,50855000,7.83%,,,6.96%,-3.73%,,33461,-10.07%,-3.74%,9.15%,10.35%,-253165000,,-54.28%,799199000,659368000,27.27%,5.51%,3.62%,2.32%,,23385,143.09%,46.81,1.30%,-2.28%,5.37%
CMCT,Creative Media & Community Trust,93883480,4.20,0.48%,REIT - Office,,520997480,Micro-Cap,Real Estate,,United States,Texas,5,,,115658000,10.37%,-10.36%,2,54976000,6.34%,9.46%,-13.84%,8.15%,-68405000,-14984000,,,,,,,,,,,43211000,470325000,23131600,-13681000,,372424000,,20.10%,,5.29%,14.33%,13.14%,10,5600,117.30%,-3.58%,12.93%,-6.68%,-427114000,,-454.94%,898056000,522796000,47.53%,-12.96%,-32.74%,-59.14%,,8700,64.37%,76.20,1.11%,19.08%,14.26%
CELZ,Creative Medical Technology Holdings,7491106,5.15,1.18%,Biotechnology,,-2481758,Nano-Cap,Healthcare,,United States,Arizona,4,,,9000,-62.04%,-40.86%,,5400,-91.02%,-86.05%,-36.91%,-63.81%,-5286574,-5620132,,,,,,,,,1,1,9987058,14194,2250,-1321643,9899504,10343796,-73360,-93.09%,195.93%,,-89.84%,-83.87%,,11153,,,-73.91%,-54.05%,9972864,-45.76%,133.13%,10715190,371394,60.00%,-62445.91%,-58739.71%,-58739.71%,21895.99%,211190,5.28%,51.57,,,
CREX,Creative Realities,39175124,3.75,-4.34%,Software - Application,,50825124,Nano-Cap,Technology,14.71,United States,Kentucky,152,,,45166000,37.28%,14.98%,3,22183000,25.05%,60.42%,16.76%,39.79%,-2937000,1346000,,,,,,,,,,1,2910000,14560000,297145,-19322,-1587000,28831000,-302000,61.47%,,17.32%,4.19%,37.83%,2,77849,-23.99%,-8.90%,10.34%,21.34%,-11650000,,-29.74%,70777000,41946000,49.11%,2.98%,-6.32%,-6.50%,3.48%,63090,123.39%,54.05,0.18%,69.00%,94.11%
BAP,Credicorp,13378582528,168.05,-0.86%,Banks - Regional,10.29,14860568279,Large-Cap,Financials,9.58,Peru,,36968,610,1.68%,3898659474,43.39%,61.83%,2,3994393524,30.32%,,61.83%,43.39%,1219235789,1594123365,24.66%,,41.48%,90.10%,29.25%,,44.05%,109.43%,2,,9216643637,10698629387,105460,32981,,7815779505,,33.47%,12.94%,7.51%,13.29%,,,365014,14.51%,,40.33%,77.53%,-1481985751,,-11.08%,63833485174,55858206893,102.46%,40.89%,46.64%,31.27%,,221200,165.02%,46.65,14.60%,,
CACC,Credit Acceptance,6780552704,551.60,0.09%,Credit Services,25.08,11377152704,Mid-Cap,Financials,14.80,United States,Michigan,2232,-14,-0.62%,1901900000,4.44%,8.14%,1,1095000000,-16.07%,-1.58%,-1.86%,0.63%,286100000,635900000,-27.60%,-7.25%,-5.31%,-6.95%,-46.60%,-26.47%,-12.08%,-13.00%,,,470900000,5067500000,852106,128181,,1753700000,,2.21%,,9.36%,3.79%,7.10%,3,81368,10.39%,2.56%,3.21%,5.81%,-4596600000,,-67.79%,7610200000,5856500000,57.57%,33.43%,19.33%,15.04%,,68640,118.54%,49.30,4.29%,2.44%,0.72%
CRDO,Credo Technology Group Holding,3536883200,21.20,-2.12%,Communication Equipment,,3139350200,Mid-Cap,Technology,122.50,United States,E9,438,56,14.66%,164276000,,,3,98050000,-11.97%,1.79%,,,-33829000,-45569000,,,,,,-84.84%,,,2,,409134000,11601000,375059,-77235,471246000,533967000,62112000,6.64%,48.45%,58.58%,-13.37%,-2.23%,,1160962,-14.16%,-0.08%,,,397533000,81.11%,11.24%,592466000,58499000,59.69%,-27.74%,-21.13%,-20.59%,54.79%,2278709,50.95%,50.09,-0.54%,65.41%,76.46%
CCAP,Crescent Capital BDC,635222976,17.03,-1.28%,Asset Management,7.31,1455535976,Small-Cap,Financials,7.57,United States,California,,,,184134000,33.66%,40.78%,8,88794000,37.94%,41.31%,33.54%,17.41%,83837000,83848000,40.02%,43.05%,18.48%,36.26%,439.35%,1085.93%,15.32%,59.53%,1,3,24470000,844783000,,,,742594000,,1.78%,,-7.60%,57.76%,44.49%,30,168469,29.08%,-1.39%,21.42%,29.08%,-820313000,,-129.14%,1627379000,884785000,48.22%,45.54%,46.24%,45.53%,,95955,175.57%,48.11,0.71%,23.85%,2.05%
CRGY,Crescent Energy Company,2016548992,11.74,3.25%,Oil & Gas Exploration & Production,11.27,3664927992,Mid-Cap,Energy,11.81,United States,Texas,904,34,3.91%,2382602000,46.73%,,,1304263000,-36.18%,-19.14%,,70.55%,67610000,324740000,-74.71%,,,,-30.06%,531.80%,,,,1,57295000,1705674000,2635622,74790,-134605000,1704823000,-187667000,1.78%,-0.40%,4.82%,-22.06%,-3.95%,,1436122,35.55%,-11.36%,31.44%,,-1648379000,,-81.74%,6803335000,3167617000,54.74%,13.63%,3.81%,2.84%,0.39%,1166595,123.10%,59.47,0.97%,0.42%,22.99%
CPG,Crescent Point Energy,4931748352,8.06,1.51%,Oil & Gas Exploration & Production,10.53,7443538123,Mid-Cap,Energy,4.91,Canada,,768,20,2.67%,2531654135,18.89%,1.53%,3,1732454090,5.27%,39.49%,2.20%,21.00%,428796992,863025203,-28.69%,,,,-61.55%,,,,,1,189902348,2701692118,3296425,558329,-238113990,5054861905,-148315206,9.26%,6.23%,4.76%,8.69%,35.49%,1,5085435,138.24%,20.92%,15.38%,-3.01%,-2511789771,,-50.93%,9403625663,4348763758,68.43%,34.09%,23.96%,16.94%,,5632626,90.29%,71.94,7.38%,18.61%,15.02%
CRESY,Cresud S.A.C.I.F. y A.,655190528,8.56,-0.47%,Conglomerates,8.65,891812720,Small-Cap,Industrials,,Argentina,,2706,-44,-1.60%,743188915,321.63%,373.99%,,83092562,197.19%,,406.78%,307.40%,171233411,-23772044,,,,,-45.13%,,482.53%,267.97%,,,96483719,333105911,274645,63279,23225252,244452160,,,,,-7.85%,,,66635,-40.20%,,332.32%,359.57%,-236622192,,-36.12%,1246724203,683579755,11.18%,-3.20%,-4.53%,23.04%,,193645,34.41%,55.33,-11.41%,,
CXDO,Crexendo,122747216,4.63,-0.86%,Telecom Services,,113730216,Micro-Cap,Communication Services,20.42,United States,Arizona,182,,,53199000,48.07%,34.90%,9,31635000,32.53%,18.05%,31.36%,40.36%,-362000,-1689000,,,,,,,,,1,3,11203000,2186000,292302,-1989,7030000,44613000,-3075000,10.51%,,10.58%,41.66%,23.79%,35,170682,-50.49%,-11.78%,2.52%,61.33%,9017000,431.98%,7.35%,56160000,11547000,59.47%,-3.17%,-0.50%,-0.68%,9.14%,285426,59.80%,37.89,0.18%,14.89%,14.31%
CRH,CRH plc,59387092992,86.02,-1.35%,Building Materials,19.92,66615414249,Large-Cap,Materials,16.75,Ireland,,78500,2662,3.51%,34949000000,12.95%,11.59%,3,12943033558,21.74%,,16.97%,13.13%,3178000000,4915171901,36.55%,,28.16%,109.71%,20.84%,,14.38%,,,,6860467758,14088789015,445210,40484,7434968370,22562402559,2869257293,5.81%,4.35%,4.63%,19.66%,,,2217860,7.11%,17.37%,13.39%,15.98%,-7228321257,,-12.17%,51357758084,27965521308,37.03%,14.06%,12.70%,9.09%,,3778631,58.69%,65.40,2.86%,,
CRCT,Cricut,995098240,4.65,1.31%,Computer Hardware,19.46,764127240,Small-Cap,Technology,19.64,United States,Utah,690,-85,-10.97%,765147000,-7.25%,,,343293000,-1.89%,16.06%,,1.08%,53636000,69985000,-12.47%,48.87%,-29.59%,,-11.59%,3.65%,-29.73%,,,3,245139000,14168000,1108909,77733,423505000,534873000,183596000,11.16%,,3.69%,-13.67%,-17.64%,,308298,-26.86%,-6.92%,,,230971000,-17.46%,23.21%,750122000,215249000,44.87%,9.15%,10.43%,7.01%,8.50%,931691,33.09%,39.02,3.42%,-2.23%,-1.20%
CRNX,Crinetics Pharmaceuticals,3379802624,44.43,2.44%,Biotechnology,,2871675624,Mid-Cap,Healthcare,,United States,California,290,80,38.10%,4013000,283.77%,10.57%,,4013000,-15.28%,,10.57%,283.77%,-214529000,-222608000,,,,,,,,,,,559855000,51728000,13838,-739755,530211000,539106000,-25471000,177.55%,195.90%,261.38%,-15.28%,,,823483,1582.21%,-0.85%,134.45%,,508127000,52.75%,15.03%,635353000,96247000,100.00%,-5547.17%,-5345.85%,-5345.85%,4199.53%,744927,110.55%,58.85,,-90.27%,-16.26%
CRSP,CRISPR Therapeutics AG,5635375104,70.16,-1.14%,Biotechnology,,4168724104,Mid-Cap,Healthcare,23.36,Switzerland,,407,-51,-11.14%,371206000,702.22%,160.00%,1,371206000,30885.48%,3353333.33%,160.00%,702.22%,-153610000,-222538000,,,,,,,,,1,5,1705283000,238632000,912054,-377420,1799287000,1882803000,109629000,-69.75%,47.93%,275.49%,30885.48%,3353333.33%,1,1334477,-2.21%,-1.22%,57.20%,,1466651000,-7.35%,26.03%,2229571000,346768000,100.00%,-59.95%,-40.60%,-41.38%,139.43%,1978275,67.46%,39.07,0.78%,-81.73%,-83.99%
CRTO,Criteo,1934325760,35.06,-0.03%,Advertising Agencies,39.80,1638929760,Small-Cap,Communication Services,10.62,France,,3563,-153,-4.12%,1949445000,-2.02%,-3.26%,,863044000,8.53%,12.18%,0.68%,7.85%,53259000,77218000,218.06%,81.56%,-10.81%,-12.09%,494.94%,296.21%,-9.43%,-9.69%,1,3,417311000,121915000,547136,14948,172075000,1079605000,-206449000,-43.78%,,3.10%,-3.35%,0.33%,2,235851,12.02%,2.41%,-3.26%,103.33%,295396000,2.05%,15.27%,2431919000,1320528000,44.27%,3.96%,3.76%,2.73%,12.43%,254588,92.64%,71.16,1.03%,-43.84%,-43.66%
CRML,Critical Metals,192976656,11.40,-5.86%,Other Industrial Metals & Mining,,192670101,Micro-Cap,Materials,,Australia,,,,,,,,,,,,,,-113402754,15990966,,5603.21%,,,,,,,,,341158,34603,,,15464849,47928058,15123691,,,,,,,28115,,-73.27%,,,306555,125.25%,0.16%,55097668,7169610,,,,,,71626,39.25%,33.84,,,
CROX,Crocs,8472815104,143.02,2.12%,Footwear & Accessories,11.18,10316078104,Mid-Cap,Consumer Discretionary,11.26,United States,Colorado,7030,350,5.24%,3962347000,41.93%,29.49%,6,2210010000,18.80%,6.93%,31.59%,43.37%,792566000,1036783000,21.87%,-4.79%,69.18%,75.12%,46.73%,84.11%,36.32%,,1,4,153097000,1996360000,563634,112741,212408000,1453923000,144906000,6.22%,8.02%,5.39%,11.46%,1.58%,14,1003162,-23.07%,-12.70%,74.85%,75.47%,-1843263000,,-21.76%,4643834000,3189911000,55.78%,26.17%,22.11%,20.00%,,1531940,65.48%,75.68,2.11%,1.45%,5.28%
CRON,Cronos Group,1015763840,2.70,2.27%,Drug Manufacturers - Specialty & Generic,,149688840,Small-Cap,Healthcare,,Canada,,356,,,87241000,23.14%,48.40%,7,11909000,-22.85%,51.83%,13.90%,,-73963000,-84800000,,,,,,,,,2,5,867069000,994000,245059,-207761,891907000,1099571000,25832000,21.88%,13.13%,16.51%,0.57%,8.54%,2,6024249,-25.26%,4.74%,-9.07%,53.41%,866075000,-2.17%,85.26%,1140085000,43961000,13.65%,-97.20%,-88.48%,-84.78%,6.70%,2522250,238.84%,73.07,-3.70%,27.09%,38.89%
CCRN,Cross Country Healthcare,639994688,18.43,,Medical Care Facilities,9.00,628167688,Small-Cap,Healthcare,19.35,United States,Florida,13131,,,2019728000,34.16%,19.86%,,450410000,-28.24%,-34.87%,16.54%,30.49%,72631000,112713000,-58.73%,-73.92%,,,-61.46%,-76.70%,,,,,17094000,5267000,153814,5531,266566000,473393000,252076000,-25.09%,,3.97%,-28.04%,-34.09%,,259401,-96.66%,-9.53%,-58.85%,-42.41%,11827000,,1.85%,679317000,205924000,22.30%,5.58%,5.09%,3.60%,,511603,50.70%,48.37,1.50%,-38.72%,-31.47%
CRT,Cross Timbers Royalty Trust,79199400,13.10,-2.17%,Oil & Gas Exploration & Production,,77660883,Micro-Cap,Energy,,United States,Texas,,,,12708888,31.60%,8.23%,2,19370314,70.32%,40.73%,17.75%,51.45%,11894052,12360073,16.32%,-28.10%,36.59%,9.22%,11.75%,-34.39%,34.75%,8.35%,,,1538517,,,,1000000,2732623,-538517,,,,11.75%,-29.90%,,30857,,,,,1538517,-30.07%,1.94%,4277009,1544386,152.42%,97.26%,93.59%,93.59%,,37016,83.36%,28.39,1.72%,,
CAPL,CrossAmerica Partners LP,869435456,22.83,0.18%,Oil & Gas Refining & Marketing,21.68,1774918456,Small-Cap,Energy,23.74,United States,Pennsylvania,179,,,4386263000,31.42%,12.39%,,382268000,1.73%,9.41%,17.21%,21.69%,40104000,88070000,-8.27%,5.42%,-8.67%,20.26%,-35.28%,-2.44%,-27.97%,50.17%,,,4990000,910473000,24504263,224045,-52574000,3007000,-19694000,18.92%,,-32.88%,-11.70%,-9.79%,,13600,-3.49%,-1.28%,8.99%,11.79%,-905483000,,-104.15%,1181682000,1150931000,8.72%,2.01%,1.03%,0.91%,,39242,34.66%,63.17,0.06%,16.71%,17.43%
CFB,CrossFirst Bankshares,645929984,13.69,4.58%,Banks - Regional,10.18,477539984,Small-Cap,Financials,9.20,United States,Kansas,453,,,231016000,26.07%,17.54%,3,231016000,15.91%,10.87%,17.54%,26.07%,66669000,84109000,8.43%,45.74%,76.43%,37.37%,8.23%,47.76%,74.25%,27.75%,1,1,255229000,86839000,509969,147172,,708143000,,14.54%,,8.02%,15.91%,10.87%,4,119119,-65.75%,-18.53%,-33.58%,-25.92%,168390000,261.58%,26.07%,7380680000,6672537000,100.00%,36.41%,36.41%,28.86%,,163601,72.81%,59.50,7.55%,9.82%,13.00%
CRWD,CrowdStrike Holdings,79819186176,322.25,-2.35%,Software - Infrastructure,870.95,77137400176,Large-Cap,Technology,87.25,United States,Texas,7925,652,8.96%,3055555000,51.75%,65.00%,7,2299832000,40.23%,37.90%,69.87%,52.78%,89327000,-1995000,,,,,,,,,2,4,3474660000,792874000,385559,11272,2060028000,2303950000,-1400482000,31.60%,28.10%,25.84%,36.33%,32.63%,20,3104600,1.18%,-0.26%,0.59%,,2681786000,39.55%,3.36%,6646520000,4309431000,75.27%,-0.07%,3.98%,2.92%,25.15%,3948308,78.63%,51.16,1.05%,23.58%,26.12%
CCI,Crown Castle,44290625536,105.59,3.59%,REIT - Specialty,30.36,72828625536,Large-Cap,Real Estate,35.82,United States,Texas,4700,-300,-6.00%,6981000000,6.13%,5.39%,,5001000000,1.69%,-1.85%,7.24%,8.91%,1502000000,2369000000,-2.31%,-3.92%,8.34%,11.36%,-10.33%,-12.32%,14.56%,24.16%,,,276000000,28814000000,1485319,319574,-1553000000,6381000000,-662000000,-4.47%,1.91%,-0.75%,-0.07%,-5.10%,,2393848,3.05%,0.30%,4.27%,11.55%,-28538000000,,-64.43%,38527000000,32146000000,71.64%,33.93%,21.89%,21.52%,,2755324,86.88%,46.11,0.37%,-7.33%,-12.16%
CRWS,Crown Crafts,55402456,5.19,-1.70%,"Furnishings, Fixtures & Appliances",11.17,81269456,Micro-Cap,Consumer Discretionary,,United States,Louisiana,172,,,86666000,3.73%,2.30%,,22495000,4.54%,42.79%,0.46%,-1.61%,4718000,6542000,-29.28%,31.92%,-11.72%,-1.67%,-34.99%,26.26%,-14.13%,-0.65%,,1,683000,26550000,503872,27430,45776000,51225000,48573000,,,,9.53%,25.24%,3,32420,1788.34%,1.30%,57.01%,70.09%,-25867000,,-46.69%,89304000,38079000,25.96%,7.55%,7.06%,5.44%,,19319,167.81%,38.76,1.62%,,
CRKN,Crown ElectroKinetics,1808882,0.06,-4.10%,Specialty Chemicals,,580882,Nano-Cap,Materials,7.75,United States,Oregon,16,,,59000,-16.13%,,,5000,,,,,-22358000,-15395000,,,,,,,,,1,,2056000,828000,3688,-1397375,125000,9274000,-1458000,,,,,,,2401587,-54.58%,-61.58%,-27.55%,,1228000,,67.89%,12166000,2892000,8.47%,-26093.22%,-37000.00%,-37894.92%,3571.19%,2561665,93.75%,23.23,,,
CCK,Crown Holdings,9352227840,78.51,1.39%,Packaging & Containers,20.88,15736227840,Mid-Cap,Consumer Discretionary,13.02,United States,Florida,25000,-1000,-3.85%,12010000000,8.54%,1.50%,,1965000000,6.79%,24.94%,2.96%,6.85%,450000000,1269000000,-5.01%,13.10%,6.59%,2.97%,-38.10%,-64.04%,-8.06%,0.50%,,,1310000000,7694000000,480400,18000,632000000,2410000000,142000000,1.56%,4.18%,2.93%,-7.21%,-5.11%,,741890,6.79%,5.59%,-2.76%,-2.34%,-6384000000,,-68.26%,15034000000,12170000000,16.36%,10.57%,5.60%,3.75%,,1266683,58.57%,53.31,1.85%,-0.27%,0.48%
CCEL,Cryo-Cell International,66625712,8.05,0.12%,Medical Care Facilities,,76541492,Micro-Cap,Healthcare,,United States,Florida,82,,,31343695,0.21%,1.41%,2,22901385,6.30%,3.13%,2.06%,2.14%,-9521669,-13355010,,,,,,,,,,,980250,10896030,382240,-116118,-11411164,-11031232,-10777359,39.69%,,,3.32%,1.45%,8,24422,-6.18%,-12.73%,20.42%,-3.39%,-9915780,,-14.88%,61220770,72252002,73.07%,-42.61%,-42.64%,-30.38%,3.74%,8986,271.78%,77.46,-12.26%,3.15%,4.10%
CYRX,Cryoport,849759616,18.12,4.44%,Integrated Freight & Logistics,,807327616,Small-Cap,Industrials,58.14,United States,Tennessee,1019,,,233255000,43.65%,64.06%,,99332000,-4.37%,-11.48%,57.53%,39.83%,-107587000,-115157000,,,,,,,,,,,458435000,416003000,228906,-105581,489502000,489023000,36873000,10.73%,,13.59%,-1.70%,-5.13%,,534091,-4.57%,0.56%,47.02%,94.96%,42432000,-52.02%,4.99%,957744000,468721000,42.59%,-49.37%,-42.59%,-46.12%,7.73%,455713,117.20%,61.87,0.10%,-4.58%,7.84%
LAW,CS Disco,459181728,7.78,3.46%,Software - Application,,308791728,Small-Cap,Technology,,United States,Texas,661,191,40.64%,138090000,26.36%,,4,103142000,2.09%,10.56%,,29.05%,-42150000,-49845000,,,,,,,,,1,3,159551000,9161000,208911,-63767,169221000,200335000,11537000,9.12%,,11.18%,2.15%,9.85%,3,224438,-16.03%,-5.30%,62.91%,,150390000,-21.81%,32.75%,231547000,31212000,74.69%,-36.10%,-30.20%,-30.52%,37.38%,196950,113.96%,51.66,0.32%,8.50%,8.89%
CSGS,CSG Systems International,1480998016,50.48,0.36%,Software - Infrastructure,22.95,1887537016,Small-Cap,Technology,12.37,United States,Colorado,6000,300,5.26%,1169258000,5.69%,5.97%,3,554216000,5.65%,1.04%,5.44%,6.80%,66246000,123877000,57.31%,-29.44%,5.48%,3.38%,50.35%,-37.12%,4.11%,0.04%,1,,186264000,592803000,194876,11041,301390000,273326000,138572000,2.37%,3.95%,5.10%,7.30%,2.57%,13,197592,21.68%,-3.29%,8.06%,10.50%,-406539000,,-27.45%,1443046000,1169720000,47.40%,10.59%,7.90%,5.67%,12.25%,301600,65.51%,39.77,2.23%,-2.37%,2.27%
CCLP,CSI Compressco LP,319193248,2.27,-0.44%,Oil & Gas Equipment & Services,,960294248,Small-Cap,Energy,,United States,Texas,719,,,386128000,8.59%,4.22%,3,175672000,12.73%,18.33%,8.19%,11.32%,-9480000,50711000,45.29%,14.06%,,29.18%,,,,,3,12,7012000,648113000,537035,-13185,49651000,-38859000,42639000,,,,9.26%,4.58%,11,119023,-0.81%,1.93%,-0.74%,0.47%,-641101000,,-200.85%,687036000,725895000,45.50%,13.13%,-1.48%,-2.46%,,154927,76.83%,61.96,0.98%,,
CSLM,CSLM Acquisition,104865664,11.05,0.23%,Shell Companies,,-91959400,Micro-Cap,Financials,,United States,E9,3,,,,,,,,,,,,3860659,-1303284,,,,,,,,,,2,197125064,300000,,1286886,189897216,-6975921,-6927848,,,,,,,227843,,,,,196825064,49025.09%,187.69%,197595671,7698455,,,,,,21990,1036.12%,66.73,,,
CSPI,CSP Inc.,194785376,18.77,-1.83%,Information Technology Services,43.65,162790376,Micro-Cap,Technology,,United States,Massachusetts,112,,,61678000,3.07%,-3.90%,2,20198000,-3.96%,-29.60%,1.90%,6.94%,3904000,163000,-90.52%,,,,28.46%,,173.42%,-23.69%,3,,33108000,1113000,550696,34857,36635000,46474000,4287000,,,,2.22%,-16.19%,,90186,-74.77%,-54.50%,-33.91%,,31995000,110.63%,16.43%,67427000,20953000,32.75%,0.26%,5.37%,6.33%,4.87%,173631,51.94%,48.70,-0.95%,,
CSWI,CSW Industrials,3605714432,232.60,1.74%,Specialty Industrial Machinery,37.34,3733726432,Mid-Cap,Industrials,30.36,United States,Texas,2400,,,777665000,26.48%,17.85%,10,342451000,12.20%,12.44%,17.22%,25.00%,96951000,154544000,20.51%,19.34%,39.06%,23.01%,10.40%,-40.88%,29.08%,20.51%,2,,24988000,153000000,324027,40396,196381000,589072000,171393000,5.76%,,6.03%,5.73%,2.26%,14,50784,-44.67%,-11.56%,-15.71%,67.51%,-128012000,,-3.55%,993131000,384940000,44.04%,19.87%,17.23%,12.47%,,101680,49.94%,53.10,4.77%,6.28%,7.66%
CSX,CSX Corporation,72194605056,36.84,1.97%,Railroads,19.91,89291605056,Large-Cap,Industrials,18.48,United States,Florida,23000,500,2.22%,14657000000,11.47%,3.65%,,7138000000,-2.02%,-3.78%,7.95%,7.72%,3715000000,5561000000,-7.67%,-9.53%,8.43%,2.69%,-10.83%,-12.97%,10.35%,2.34%,,,1436000000,18533000000,637261,161522,160000000,12133000000,-718000000,3.68%,2.73%,3.99%,-1.32%,-1.34%,,8250268,2.69%,-2.20%,3.52%,4.66%,-17097000000,,-23.68%,42408000000,30275000000,48.70%,37.94%,33.37%,25.35%,,11572216,71.29%,46.05,8.02%,-0.13%,2.49%
CTO,CTO Realty Growth,381359776,16.90,1.08%,REIT - Diversified,563.17,858910776,Small-Cap,Real Estate,74.63,United States,Florida,33,,,109119000,24.62%,20.11%,6,78941000,32.76%,37.99%,17.73%,24.23%,758000,26506000,148.49%,,33.51%,-3.32%,,,-78.71%,-54.09%,1,1,17819000,495370000,3306636,22970,,457526000,,0.90%,,6.58%,32.55%,32.65%,4,178920,11.17%,-9.64%,21.85%,14.88%,-477551000,,-125.22%,989668000,532142000,72.34%,24.29%,5.62%,0.69%,,112439,159.13%,52.58,0.55%,16.11%,1.86%
CTS,CTS Corporation,1399056640,46.91,3.33%,Electronic Components,24.41,1332039640,Small-Cap,Technology,20.52,United States,Illinois,4081,-128,-3.04%,550422000,9.08%,3.19%,,190859000,-9.35%,-17.53%,2.96%,11.13%,60532000,75051000,-19.31%,-24.85%,18.48%,4.22%,1.61%,2.54%,20.40%,5.40%,2,3,163876000,96859000,134874,14833,222310000,526822000,62828000,0.82%,,7.94%,-6.21%,-12.36%,,89185,-11.43%,-9.58%,6.12%,14.14%,67017000,40.94%,4.79%,741167000,214345000,34.68%,13.64%,13.65%,11.00%,4.53%,154919,57.57%,63.67,2.66%,-12.32%,-7.21%
CUBE,CubeSmart,9801366528,45.40,4.80%,REIT - Industrial,24.95,12781639528,Mid-Cap,Real Estate,25.47,United States,Pennsylvania,3040,236,8.42%,1050334000,15.64%,11.93%,13,755554000,5.47%,2.84%,13.50%,18.37%,410757000,497275000,41.62%,21.88%,24.52%,17.71%,41.03%,37.63%,35.36%,20.17%,3,1,8217000,2988490000,345505,135117,,2798828000,,-4.96%,6.16%,6.09%,4.03%,1.59%,48,1355131,-2.40%,0.10%,7.14%,11.33%,-2980273000,,-30.41%,6225020000,3344212000,71.93%,47.34%,39.11%,39.11%,,1524060,88.92%,59.80,,-3.62%,-3.56%
CUE,Cue Biopharma,83026872,1.84,,Biotechnology,,41585872,Micro-Cap,Healthcare,,United States,Massachusetts,51,,,3820227,0.81%,43.81%,,3820227,-59.13%,2988.24%,43.81%,0.81%,-51891382,-53181809,,,,,,,,,,,57818000,16377000,74906,-1017478,40310000,42666000,-10146000,295.67%,130.21%,114.76%,-59.13%,2988.24%,2,195405,-16.50%,-9.24%,25.92%,,41441000,-3.26%,49.91%,68888000,26222000,100.00%,-1392.11%,-1358.33%,-1358.33%,1079.70%,275495,70.93%,40.81,,946.77%,509.63%
HLTH,Cue Health,30118040,0.18,-3.16%,Health Information Services,,-3631960,Nano-Cap,Healthcare,,United States,California,726,,,70936000,45.66%,,,-56155000,,,,,-373464000,-394853000,,,,,,,,,,,81689000,47939000,97708,-514413,66896000,250252000,-8494000,32.64%,52.83%,52.59%,-85.33%,-87.19%,,321449,-12.83%,-3.57%,34.26%,,33750000,-81.98%,112.06%,339787000,89535000,-79.16%,-556.63%,-519.72%,-526.48%,212.33%,1138618,28.23%,37.64,6.76%,-58.39%,-1.56%
CFR,Cullen Frost Bankers,6860965376,111.32,4.19%,Banks - Regional,12.23,2537695376,Mid-Cap,Financials,13.04,United States,Texas,5495,510,10.23%,1941035000,17.38%,8.56%,3,1941035000,14.64%,-3.04%,8.56%,17.38%,591298000,712373000,6.51%,-45.10%,26.57%,6.97%,3.29%,-46.77%,22.25%,5.76%,3,,8687276000,4364006000,353237,107607,,3716447000,,8.76%,,3.65%,14.64%,-3.04%,,238116,-11.56%,9.90%,22.87%,22.18%,4323270000,-39.05%,63.01%,50845038000,47128591000,100.00%,36.70%,36.70%,30.46%,,428167,55.61%,61.02,5.89%,5.24%,9.32%
CGEM,Cullinan Oncology,729101120,17.73,5.66%,Biotechnology,,265624120,Small-Cap,Healthcare,,United States,Massachusetts,85,,,,,,,,,,,,-153162000,-191089000,,,,,,,,,,1,467067000,3590000,,-1801906,452054000,453703000,-13573000,,,726.98%,,,,238828,-28.36%,-10.09%,,,463477000,0.26%,63.57%,484182000,30287000,,,,,,421713,56.63%,59.20,,,
